title,location,employment_type,level,category,salary_min,salary_max,salary_type,description,requirements
"Analyst, Biofuels",Central,"Permanent, Full Time",Executive,Banking and Finance,"$6,400","to$11,000",Monthly,"Roles & Responsibilities
The Role:  We are seeking an experienced Analyst able to develop and drive our analytical services across the global biofuels markets and to help support news and benchmark pricing in this exciting sector.
Primary responsibilities include: identifying mechanisms and methods to support and further develop our industry-leading biofuels analytics; ensuring the most effective and efficient handling of substantial data volumes from multiple inputs and the creation of compelling content; providing original analytical thought on supply and demand figures, trade flows, government legislation, mandates or financial incentives – in short, any factor that may influence activity in these global markets. You will:
Demonstrate your capability as a subject matter expert for the biofuels markets, fully contributing to a wide range of Platts publications including supply and demand, market commentaries and editorials
Take a leading role in coordinating  biofuels research and analytical content for certain territories with a special focus on Asia.
Maintain and further develop meaningful business relationships with producers, traders and users in the global biofuels markets in order to source market information and to ensure that Platts Biofuels Analytics are front-of-mind
Present at Platts conferences or other external industry events as well as undertaking webinars, podcasts or other editorial initiatives
Support efforts to maintain and extend the adoption of key Platts biofuels price assessments

The Team / The Business:  The role is part of a disciplined global team based in our key editorial locations including London, Singapore, Houston, Sao Paulo and Switzerland, hence a global mindset will be needed.","Requirements
Requirements:
Two-three years of biofuels, energy or agricultural commodities market analytics experience
Network of relevant contacts and knowledge of the world biofuels markets an advantage
Strong analytical mindset
Excellent communication skills both written and oral with the ability to relay key results to a broad audience
Experience in quantitative analysis and proficiency in excel
BA Degree in relevant field e.g. Economics, Business, Statistics preferred
  S&P Global Platts
At S&P Global Platts, we provide the insights; you make better informed trading and business decisions with confidence. We’re the leading independent provider of information and benchmark prices for the commodities and energy markets. Customers in over 150 countries look to our expertise in news, pricing and analytics to deliver greater transparency and efficiency to markets. S&P Global Platts coverage includes oil and gas, power, petrochemicals, metals, agriculture and shipping.
S&P Global Platts is a division of S&P Global (NYSE: SPGI), which provides essential intelligence for individuals, companies and governments to make decisions with confidence. For more information, visit www.platts.com.
S&P Global is an equal opportunity employer committed to making all employment decisions without regard to race/ethnicity, gender, pregnancy, gender identity or expression, color, creed, religion, national origin, age, disability, marital status (including domestic partnerships and civil unions), sexual orientation, military veteran status, unemployment status, or other legally protected categories, subject to applicable law."
Programmer Analyst,Central,"Permanent, Contract, Full Time","Fresh/entry level, Junior Executive",Information Technology,"$3,500","to$5,000",Monthly,"Roles & Responsibilities
Handling of complex business problems and proactively working with peers to resolve issues, designing and implementing quality solutions, providing input on the strategy to project team members and solution architects.
Research, plan, design, test, troubleshoot and support enterprise-class, mission-critical systems.
Develop application according to the system requirement, application design and development standard.
Plan and execute system deployments and configuration.
Work together with System Analyst to validate application after system deployment and configuration.
Create a deployment report and issue resolution summary.","Requirements
Candidate must possess at least a Bachelor's Degree in Computer Science/Information Technology, Engineering (Computer/Telecommunication), Engineering (Electronic/Electrical), Mathematics or equivalent.
Fresh graduates/Entry level applicants are encouraged to apply.
Must have the ability to demonstrate proven communication, analytical, and problem-solving skills.
Must be detail-oriented and maintain a high level of ownership with a keen ability for a problem-solving and thorough investigation.
The qualified candidate must be skilled in influential communications and collaboration.
Must have a working knowledge of HTML, Javascript and RDBMS (SQL Server or Oracle)"
PERFORMANCE DEVELOPMENT ANALYST,Central,Full Time,Senior Executive,Hospitality,,,,"Roles & Responsibilities
The Performance Development Analyst performs the critical role of accurate and timely archiving, translating and transmitting data from Sales/Revenue, Finance and Operating Departments to produce management reports to various internal and external parties, and to make recommendations to the General Manager on how the overall revenue generation, operational efficiency and profitability of the apartment can be developed and/or improved.
The incumbent will be the ""Curator"" of all performance data collated from Sales/Revenue, Finance and Operations and ensure its integrity and the ease of its availability amongs all parties.
As part of the role, the incumbent will educate the Operations department reppresenatives in charge of collecting regular data on the proper way of completing or compiling both the systems and specific templates and the timeliness of reports.
To support Senior Leadership in the timely production of various reports and data required for adhoc analysis projects as required by the property, corporate office and GM.","Requirements
- Minimum 1-2 years relevant working experience in hospitality industry
- Strong understanding of the key analytics and general accounting terms used in the hospitality business
- Understand the workings of hotel's systems and reporting templates and schedule the timely production of various
  monthly, weekly and daily reports required by internal departments (Sales/Revenue, Finance, Executive Office)
- Support the Admin & General department in the development, execution and regular use of the Hotel's annual
  Business Plan, Strategics Product & Service standards templates and Balanced Scorecard Performance Measurement
  tools
- Able to work indepenently and to a strict schedule
- Able to articulate ideas well to improve processes"
"Analyst, Treasury Product Analyst",Central,Permanent,Executive,Banking and Finance,"$6,520","to$11,000",Monthly,"Roles & Responsibilities
About Bank of America Merrill Lynch:
Our purpose as a firm is to make financial lives better, through the power of every connection. Across the world, we partner with leading corporate and institutional investors through our offices in more than 40 countries. In the U.S alone, we serve almost all Fortune 500 companies and approximately 59 million consumers and small-business customers. We provide a full suite of financial products and services, from banking and investments to asset and risk management. We cover a broad range of asset classes, making us a global leader in corporate and investment banking, sales and trading.                             
Connecting Asia Pacific to the World
Our Asia Pacific team is spread across 23 offices in 12 markets. We are focused on connecting Asia to the world and the world to Asia, using our global expertise to ensure success is shared between us, our clients and our communities. Our regional footprint covers 12 currencies, more than a dozen languages and five time zones, placing us firmly among the region’s leading financial services companies.
  Bank of America Merrill Lynch is committed to attracting, recruiting and retaining top diverse talent from across the globe. Our diversity and inclusion mission is to actively promote an inclusive work environment where all employees have the opportunity to achieve personal success and contribute to the growth of our business. Each of our global Employee Networks bring together employees, create dialogue and awareness in support of our Diversity and Inclusion mission.
  Bank of America Merrill Lynch is an equal opportunities employer.
  Position Description:
Part of the GCCP APAC product management team responsible for the delivery of cross-currency solutions to Corporates, Financial Institutions and Non-Bank Financial Institutions and its associated responsible revenue growth targets.
Key Responsibilities:
Management of regional profit and loss for Global Transaction Services Foreign Exchange Payments business in Asia Pacific, covering Australia, China, Hong Kong, India, Indonesia, Japan, Malaysia, Philippines, Singapore, South Korea, Taiwan and Thailand
Includes regular financial analysis to track attrition, organic growth opportunities, revenue trends and to inform decisions relative to client, country or pricing strategy
Responsible for the development of and execution against the regional product and sales strategy for Global Transaction Services Foreign Exchange payments
Commercialisation of existing and newly developed foreign exchange payments products and services
Crafting responses for complex treasury and cash management deals covering payables, receivables, liquidity, foreign exchange and digital channels for Corporate, Non-Bank Financial Institution and Financial Institution clients
Management of any risk or regulatory items relative to the GCCP business either globally or in APAC including but not limited to Self-Identified Audit Issues, relevant market and / or regulatory notifications, global initiatives impacting APAC
Management of relationships between key business partners and groups in support of the FX payments business in APAC and globally","Requirements
Prefer 5+ years of relevant business and industry work experience
Ability to learn quickly, specifically the GCCP value proposition, core capabilities including end-to-end operational and technology workflows, processes and key business contacts, client buying behaviour by different segments and specific global and regional solutions
Know how/experience managing the delivery of services in a matrixed environment with a diverse portfolio of partners and stakeholders
Ability to work with stakeholders across multiple locations, levels and timezones
High integrity, energy and strong interpersonal skills
Self-directed, detail oriented, organized, and exercises good judgment
A self-starter with ambition and drive and exhibits ability to proactively follow up and get results
Ability to work across multiple functional teams to set direction, enable sales activities / initiatives, drive and implement change, and solve problems
Strong oral and written language skills, Able to communicate in a clear, concise manner
Strong in Microsoft Office suite skills, particularly with Word, Excel, PowerPoint; able to put together reports/decks
Global Cash Management and Foreign Exchange knowledge an added advantage"
"Business Analyst - Murex, Global Treasury (Business Process Transformation) - 2 year contract",Islandwide,"Permanent, Full Time",Senior Executive,Banking and Finance,"$7,000","to$15,000",Monthly,"Roles & Responsibilities
Acting as a Business Coordinator and Cross-Functional Business Stream Lead on the implementation of trading system and business process solutions for our Treasury centres, your key responsibilities will encompass:
  Responsibilities :
• Develop the business case for proposed system, module or product implementation and oversee its review and approval by senior management until the official project kick-off.
  • Analyze business requirements and requests and drive the delivery of the Requirements Specifications while ensuring that the business workflow processes (existing or target) are considered end-to-end.
  • As a business stream lead, coordinate the cross-functional team members and activities for one or several business work streams while ensuring all business requirements are addressed within functional specifications and report the progress to the Project Manager accordingly.
  • Ensure and accountable for user acceptance tests as per requirement deliverables including UAT test and conversion plans, test scripts.
  • Provide analysis and issue resolution to all cross-functional teams throughout the solution development and implementation lifecycle.
  • Responsible for process and system change management within the Global Treasury and relevant support units which include the planning of training activities for the introduction of new systems or processes as well as the delivery of the required documentation.
  • Maintain a working knowledge of business processes and solution design. Perform gap analysis where known business requirements are not met.
    Position : 2 year contract
   ","Requirements
Requirements / Qualifications:
• Ideally degree in mathematical or financial discipline.
  • Familiarity with Treasury products including Fixed Income and FX Cash / Money Market as well as derivative products. Good understanding of the trade lifecycle from front to back office.
  • Experience and in-depth knowledge on Murex Treasury Version 3 platform is required especially in the areas of front office and middle office functions.  Knowledge on back office modules is an advantage. 
  • Prior experience in a function of Business Analyst, Project Manager or Middle / Back Office Team Lead in conversion projects with a proven track record is preferred.
  • Excellent communication skills, able to handle multiple projects and priorities concurrently and manage business expectations accordingly.
    Position : 2 year contract
 "
Project Manager / Senior Business Analyst,Central,Permanent,Professional,Information Technology,"$10,000","to$15,000",Monthly,"Roles & Responsibilities
General Responsibilities
* Understand professional services contract agreed with the client
* Contribute to development and execute statement of work
* Assign suitable resources to project tasks
* Prepare project plan and schedule
* Organize teams with support of project director
* Guide team leaders
* Manage change requests and open issues
* Manage project risk
* Assure effective communication between project teams, factory and client
* Finantix reference for client PM and partner PM
* Understands the Finantix solutions and tools
* Communicates effectively with the product factory
* Deliver solution according to agreed scope and timeline
* Manage scope and timeline
* Change control, customer/partner management
* Timetable and budget management
* Issue management
* Manage client expectations
* Manage client relationship
* Occasionally participate in presales activity and point of reference for clients in Hong Kong
* Lead and coordinate the software business modeling and requirement collection by outlining and delimiting the solution being modeled
* Work closely with project stakeholders to identify and specify functional system requirements, processes and non functional requirements
* Analyze business needs, gaps and issues and performs business impact analysis and recommends best possible solutions working with technology team and within the functional coverage and capabilities of the product
  Reporting
* Revise and validate project deliverables and project plans
* Regular project progress reporting to project office and project director
* Administration
* Manage time schedule
* Availability for travel
* Ensure team members are filling time reports correctly
* Setup project activity description for team members to allocate time against in the Finantix scheduling system
* Initiate timely the client invoicing process
  Leadership
* Motivate and ensure team moral
* Lead by example
* Explain company position to team members
* Help to resolve team member’s issues","Requirements
  At least 6 years experience in project management  
At least 3 years experience in financial services industry or IT consultancies 
Knowledge of life and health insurance distribution processes is highly desirable 
Knowledge of Retail or Wealth Banking domain (products, processes, systems) especially the front office is desirable 
Proven track record on Digital projects delivery will be a plus 
University degree computer science, finance or other related fields from any recognized University 
Ability to lead a team 
Ability to manage tasks 
Good negotiating skills and ability to be assertive 
Ability to present good professional image 
Can represent Finantix alone at client side during any phase of the solution delivery 
Good knowledge of Company procedures and work within a team 
Ability to work effectively with colleagues (a good communicator and facilitator) 
Excellent presentation, verbal and written communications skills 
Fluent English, both written and spoken (knowledge of other local languages is a plus) 
Ability to effectively communicate and engage with various levels of seniority within the organisation 
Proficient Microsoft Office products 
Ability to think out of the box and possess a flexible attitude 
Must possess a strong sense of work commitment and should be able to handle fast paced project environment  "
Senior Business Analyst,Islandwide,Contract,Executive,Information Technology,"$6,000","to$7,000",Monthly,"Roles & Responsibilities
Skills and Experience:
Strong experience in Life Insurance.
Write user stories along with acceptance criteria
Conduct prioritization with product owner
Perform sprint planning for Day 1 product launch scope and also day 2
Walkthrough user stories and acceptance criteria with developers and testers to ensure accurate understanding.
Experience in product launch for Life Insurance organization
Delivery experience in Agile
Experience working with regional development team
Strong stakeholder management and communication skills
Leadership and maturity to know when to provide escalations as required","Requirements
Business Analyst – 4-6 years of experience
Experience in Sales Platform/ Product Launch  for Life Insurance organization"
Junior Business Analyst - Life Insurance,Islandwide,Contract,Executive,Information Technology,"$4,000","to$6,000",Monthly,"Roles & Responsibilities
Skills and Experience:
Strong experience in Life Insurance.
functional lead for Sales Platform (QuickQuote) and is responsible to analyze processes and best practices among work-streams to ensure the system is delivered with maximize synergies, quality and efficiencies.
Support delivery manager closely in areas requiring systems and business domain knowledge
Strong stakeholder management and communication skills
Leadership and maturity to know when to provide escalations as required","Requirements
Business Analyst – 4-6 years of experience
Experience in Sales Platform for Life Insurance organization
Delivery experience in Agile
Review test results and participate in defect triage
Obtain UAT sign off for deployment into production"
Automation Test Engineer / Analyst,South,Contract,Junior Executive,Information Technology,"$2,500","to$3,500",Monthly,"Roles & Responsibilities
Planning of test automation strategy across different technologies & platforms
Develop test scenarios/cases
Execution of automated tests 
Report and Analysis of test execution to identify the root cause of test failures
Coordinate with BAs for test cases/test data","Requirements
Around  2+ years of experience in Test Automation
Experience with Tosca or HP UFT test automation tools is preferred
Experience in Selenium and Web driver 
Experience with JIRA is preferred
Knowledge in Insurance Industry is good to have."
Senior Application Developer / System Analyst,South,"Permanent, Contract",Professional,"Banking and Finance, Information Technology, Sciences / Laboratory / R&D","$4,000","to$6,800",Monthly,"Roles & Responsibilities
To participate in Software Development, Implementation and Maintenance of large scale project in Financial/Banking industry;
Analyse the user requirements;
Documention of funtional and technical specification; including database design an data conversion;
Design the pogram work unit, coding the program and oversees junior developer;
Work with the client user to produce a test plan for testing all functions of the new program or modicafication;
Prepare an implement conversion requiremnts necessary to test an port tested sytem into production;
Update all changes done to systems, programs and operating instruction/manual.","Requirements
Degree in Computer Science/Information Technology or related disciplines;
Required skill(s): RPGLE, C/C++
Preferred skill(s): Banking businss/Capital Maket knowledge and those with multi-platform knowledge
At least 6 year(s) of working experience in the related field is required for this position;
Please send in your detailed resume in MS Word format with your recent photo providing us with:
Current drawn salary
Expected salary
Reason for leaving
Available date
Working location : Alexander Road or AMK"
